Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,ph,YEAR_x,humidity,YEAR_y,rainfall_nasa,temperature
Banana,2016,Whole Year ,Tamil Nadu,90993.0,3028869,912.4,13944677.25,31847.55,33.24096774,100.23,82.01,50.05,5.98389318024,2016.0,65.6705,2016.0,61.486250000000005,26.02157407407407
Coconut ,2016,Whole Year ,Tamil Nadu,435621.0,4706400000,912.4,66758918.25,152467.35,10719.08742,21.98,16.93,30.59,5.97656212619,2016.0,65.6705,2016.0,61.486250000000005,26.02157407407407
Maize,2016,Kharif     ,Tamil Nadu,169144.0,770221,912.4,25921318.0,59200.4,4.682222222,77.76,48.44,19.79,6.2451897224,2016.0,65.6705,2016.0,61.486250000000005,26.02157407407407
Maize,2016,Rabi       ,Tamil Nadu,145886.0,183156,912.4,22357029.5,51060.1,1.654827586,77.76,48.44,19.79,6.2451897224,2016.0,65.6705,2016.0,61.486250000000005,26.02157407407407
Rice,2016,Kharif     ,Tamil Nadu,1442841.0,3554113,912.4,221115383.3,504994.35,3.068387097,79.89,47.58,39.87,6.425470922140001,2016.0,65.6705,2016.0,61.486250000000005,26.02157407407407
Banana,2017,Whole Year ,Andhra Pradesh,55130.0,5961326,868.2,8679667.2,20949.4,116.2230769,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Andhra Pradesh,103968.0,1397800000,868.2,16368721.92,39507.84,12746.54,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Kharif     ,Andhra Pradesh,107276.0,501801,868.2,16889533.44,40764.88,4.422307692,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Rabi       ,Andhra Pradesh,229264.0,1824103,868.2,36095324.16,87120.32,7.576153846,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Kharif     ,Andhra Pradesh,1476928.0,4941933,868.2,232527544.3,561232.64,3.25,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Rabi       ,Andhra Pradesh,741258.0,3519409,868.2,116703659.5,281678.04,3.887692308,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2017,Kharif     ,Puducherry,249.0,2946,1582.4,39202.56,94.62,11.33333333,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Puducherry,1910.0,20895000,1582.4,300710.4,725.8,11820.71,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Kharif     ,Puducherry,4325.0,15281,1582.4,680928.0,1643.5,3.256666667,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Rabi       ,Puducherry,8749.0,25188,1582.4,1377442.56,3324.62,3.27,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Summer     ,Puducherry,4297.0,15518,1582.4,676519.68,1632.86,2.85,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2017,Whole Year ,Assam,53082.0,913272,2098.563636,8357230.08,20171.16,16.84185185,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Assam,19917.0,178353000,2098.563636,3135732.48,7568.46,9156.942222,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Jute,2017,Kharif     ,Assam,69926.0,841150,2098.563636,11009149.44,26571.88,11.3137037,78.4,46.86,39.99,6.7327775681699995,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Kharif     ,Assam,31537.0,98783,2098.563636,4965185.28,11984.06,2.989259259,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Autumn     ,Assam,154511.0,209349,2098.563636,24326211.84,58714.18,1.418148148,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Summer     ,Assam,400402.0,1191244,2098.563636,63039290.88,152152.76,2.704615385,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Winter     ,Assam,1878798.0,3883120,2098.563636,295797957.1,713943.24,2.063703704,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2017,Kharif     ,Meghalaya,7264.0,94603,4472.3,1143644.16,2760.32,10.72727273,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Jute,2017,Kharif     ,Meghalaya,6673.0,68465,4472.3,1050597.12,2535.74,9.934,78.4,46.86,39.99,6.7327775681699995,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Kharif     ,Meghalaya,18152.0,41624,4472.3,2857850.88,6897.76,2.246363636,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Autumn     ,Meghalaya,33575.0,78848,4472.3,5286048.0,12758.5,2.551818182,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Rabi       ,Meghalaya,13683.0,63428,4472.3,2154251.52,5199.54,2.576363636,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Winter     ,Meghalaya,63883.0,162272,4472.3,10057739.52,24275.54,2.36,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2017,Whole Year ,Goa,2428.0,26975,2772.5,382264.32,922.64,11.115,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Goa,26169.0,131600000,2772.5,4120047.36,9944.22,5027.095,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Kharif     ,Goa,27219.0,71279,2772.5,4285359.36,10343.22,2.635,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Rabi       ,Goa,11301.0,31718,2772.5,1779229.44,4294.38,2.855,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Karnataka,446607.0,3531305000,1111.7,70313806.08,169710.66,8182.769667,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Kharif     ,Karnataka,1183334.0,5150460,1111.7,186304105.0,449666.92,4.282857143,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Rabi       ,Karnataka,100156.0,371937,1111.7,15768560.64,38059.28,3.7392,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Summer     ,Karnataka,23518.0,88268,1111.7,3702673.92,8936.84,3.739230769,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Kharif     ,Karnataka,737547.0,2123100,1111.7,116119399.7,280267.86,2.9,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Rabi       ,Karnataka,30634.0,81726,1111.7,4823016.96,11640.92,2.773076923,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Summer     ,Karnataka,224744.0,702645,1111.7,35383695.36,85402.72,3.063703704,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2017,Whole Year ,Kerala,62108.0,565829,2664.8,9778283.52,23601.04,8.570714286,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Kerala,760443.0,5230000000,2664.8,119724145.9,288968.34,6400.547143,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Whole Year ,Kerala,70.66,160,2664.8,11124.7104,26.8508,1.1775,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Autumn     ,Kerala,58278.0,148913,2664.8,9175288.32,22145.64,2.217692308,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Summer     ,Kerala,49693.0,153463,2664.8,7823665.92,18883.34,2.733571429,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Winter     ,Kerala,81115.0,218934,2664.8,12770745.6,30823.7,2.483571429,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2017,Whole Year ,Tamil Nadu,78482.0,3044122,970.9,12356206.08,29823.16,37.84677419,100.23,82.01,50.05,5.98389318024,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Coconut ,2017,Whole Year ,Tamil Nadu,436024.0,4176500000,970.9,68647618.56,165689.12,9387.334516,21.98,16.93,30.59,5.97656212619,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Kharif     ,Tamil Nadu,166195.0,1532106,970.9,26165740.8,63154.1,8.962,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Maize,2017,Rabi       ,Tamil Nadu,158323.0,1059526,970.9,24926373.12,60162.74,6.956785714,77.76,48.44,19.79,6.2451897224,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Autumn     ,Tamil Nadu,235255.0,906616,970.9,37038547.2,89396.9,3.967857143,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Summer     ,Tamil Nadu,276272.0,1234550,970.9,43496263.68,104983.36,4.451428571,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Rice,2017,Winter     ,Tamil Nadu,1317338.0,4497284,970.9,207401694.7,500588.44,4.139,79.89,47.58,39.87,6.425470922140001,2017.0,67.66216666666666,2017.0,67.55166666666666,25.769259259259254
Banana,2018,Whole Year ,Andhra Pradesh,59098.0,6223680,1220.5,9585695.6,20684.3,126.3876923,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Andhra Pradesh,104530.0,1571100000,1220.5,16954766.0,36585.5,15636.63231,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Kharif     ,Andhra Pradesh,104370.0,431440,1220.5,16928814.0,36529.5,3.716923077,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Rabi       ,Andhra Pradesh,161853.0,1131719,1220.5,26252556.6,56648.55,5.788461538,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Kharif     ,Andhra Pradesh,1563887.0,5243250,1220.5,253662471.4,547360.45,3.263846154,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Rabi       ,Andhra Pradesh,644417.0,2991289,1220.5,104524437.4,225545.95,3.699230769,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2018,Kharif     ,Puducherry,262.0,9124,1693.9,42496.4,91.7,24.5,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Puducherry,1877.0,17923000,1693.9,304449.4,656.95,8363.155,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Kharif     ,Puducherry,4298.0,16082,1693.9,697135.6,1504.3,3.373333333,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Rabi       ,Puducherry,9048.0,30635,1693.9,1467585.6,3166.8,3.976666667,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Summer     ,Puducherry,4515.0,16626,1693.9,732333.0,1580.25,2.885,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2018,Whole Year ,Assam,51113.0,917792,2372.9,8290528.6,17889.55,17.68037037,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Assam,20752.0,160226000,2372.9,3365974.4,7263.2,8664.686667,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Jute,2018,Kharif     ,Assam,65789.0,761571,2372.9,10670975.8,23026.15,11.11888889,78.4,46.86,39.99,6.7327775681699995,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Kharif     ,Assam,32264.0,105003,2372.9,5233220.8,11292.4,2.868518519,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Autumn     ,Assam,144766.0,209122,2372.9,23481045.2,50668.1,1.492592593,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Summer     ,Assam,400873.0,1145512,2372.9,65021600.6,140305.55,2.645,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Winter     ,Assam,1879539.0,4082738,2372.9,304861225.8,657838.65,2.15,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2018,Kharif     ,Meghalaya,7273.0,94721,5649.1,1179680.6,2545.55,10.72727273,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Jute,2018,Kharif     ,Meghalaya,6678.0,68539,5649.1,1083171.6,2337.3,9.938,78.4,46.86,39.99,6.7327775681699995,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Kharif     ,Meghalaya,18163.0,41667,5649.1,2946038.6,6357.05,2.246363636,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Autumn     ,Meghalaya,33494.0,78214,5649.1,5432726.8,11722.9,2.545454545,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Rabi       ,Meghalaya,13624.0,63050,5649.1,2209812.8,4768.4,2.569090909,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Winter     ,Meghalaya,63814.0,161706,5649.1,10350630.8,22334.9,2.352727273,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2018,Whole Year ,Goa,2411.0,26979,4406.0,391064.2,843.85,11.18,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Goa,26381.0,132750000,4406.0,4278998.2,9233.35,5013.69,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Kharif     ,Goa,25841.0,70272,4406.0,4191410.2,9044.35,2.72,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Rabi       ,Goa,10543.0,28582,4406.0,1710074.6,3690.05,2.72,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Karnataka,610234.0,4321762000,1419.1,98979954.8,213581.9,7502.488,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Kharif     ,Karnataka,1296051.0,3407725,1419.1,210219472.2,453617.85,2.882413793,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Rabi       ,Karnataka,93618.0,317479,1419.1,15184839.6,32766.3,3.1972,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Summer     ,Karnataka,19621.0,67607,1419.1,3182526.2,6867.35,3.2775,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Kharif     ,Karnataka,1037158.0,2949318,1419.1,168227027.6,363005.3,2.637,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Rabi       ,Karnataka,11442.0,28334,1419.1,1855892.4,4004.7,2.480833333,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Summer     ,Karnataka,150993.0,484330,1419.1,24491064.6,52847.55,2.9272,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2018,Whole Year ,Kerala,52898.61,429061,2989.7,8580154.542,18514.5135,7.930714286,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Kerala,760946.81,5299000000,2989.7,123425572.6,266331.3835,6426.82,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Whole Year ,Kerala,104.326,145,2989.7,16921.6772,36.5141,4.508,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Autumn     ,Kerala,60718.46,101943,2989.7,9848534.212,21251.461,1.565384615,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Summer     ,Kerala,48858.28,196784,2989.7,7924813.016,17100.398,3.09,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Winter     ,Kerala,88449.47,279529,2989.7,14346504.03,30957.3145,2.684285714,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2018,Whole Year ,Tamil Nadu,87514.0,3483248,986.2,14194770.8,30629.9,37.39125,100.23,82.01,50.05,5.98389318024,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Coconut ,2018,Whole Year ,Tamil Nadu,439745.0,5214000000,986.2,71326639.0,153910.75,11263.83,21.98,16.93,30.59,5.97656212619,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Kharif     ,Tamil Nadu,168944.0,1283603,986.2,27402716.8,59130.4,7.625384615,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Maize,2018,Rabi       ,Tamil Nadu,221658.0,1550834,986.2,35952927.6,77580.3,6.984,77.76,48.44,19.79,6.2451897224,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Autumn     ,Tamil Nadu,279647.0,1198496,986.2,45358743.4,97876.45,4.184827586,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Summer     ,Tamil Nadu,236904.0,992095,986.2,38425828.8,82916.4,3.997333333,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Rice,2018,Winter     ,Tamil Nadu,1204714.0,3940959,986.2,195404610.8,421649.9,3.749032258,79.89,47.58,39.87,6.425470922140001,2018.0,65.17075,2018.0,54.738416666666666,25.395138888888894
Banana,2019,Whole Year ,Andhra Pradesh,97695.0,5861700,899.2,16780093.2,36147.15,60.0,100.23,82.01,50.05,5.98389318024,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Coconut ,2019,Whole Year ,Andhra Pradesh,104027.0,1912224000,899.2,17867677.52,38489.99,16935.05846,21.98,16.93,30.59,5.97656212619,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Kharif     ,Andhra Pradesh,95591.0,450932,899.2,16418710.16,35368.67,4.653076923,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Rabi       ,Andhra Pradesh,205100.0,1670288,899.2,35227976.0,75887.0,6.698461538,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Kharif     ,Andhra Pradesh,1526425.0,5342033,899.2,262178758.0,564777.25,3.517692308,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Rabi       ,Andhra Pradesh,829557.0,3798058,899.2,142484710.3,306936.09,3.873076923,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Banana,2019,Kharif     ,Puducherry,273.0,16637,1317.0,46890.48,101.01,32.76666667,100.23,82.01,50.05,5.98389318024,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Coconut ,2019,Whole Year ,Puducherry,1857.0,18661000,1317.0,318958.32,687.09,9474.625,21.98,16.93,30.59,5.97656212619,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Kharif     ,Puducherry,4323.0,15171,1317.0,742518.48,1599.51,3.216666667,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Rabi       ,Puducherry,9397.0,28114,1317.0,1614028.72,3476.89,3.883333333,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Summer     ,Puducherry,4518.0,16060,1317.0,776011.68,1671.66,3.55,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Banana,2019,Whole Year ,Assam,49445.0,906683,2084.7,8492673.2,18294.65,18.07555556,100.23,82.01,50.05,5.98389318024,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Coconut ,2019,Whole Year ,Assam,20800.0,148629000,2084.7,3572608.0,7696.0,7582.287813,21.98,16.93,30.59,5.97656212619,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Jute,2019,Kharif     ,Assam,64247.0,791512,2084.7,11035064.72,23771.39,11.66851852,78.4,46.86,39.99,6.7327775681699995,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Kharif     ,Assam,36636.0,128036,2084.7,6292599.36,13555.32,3.155555556,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Autumn     ,Assam,127223.0,193215,2084.7,21851822.48,47072.51,1.464814815,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Summer     ,Assam,395518.0,1025571,2084.7,67934171.68,146341.66,2.492307692,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Winter     ,Assam,1878208.0,3996018,2084.7,322601006.1,694936.96,2.137037037,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Banana,2019,Kharif     ,Meghalaya,7284.0,94870,3844.4,1251099.84,2695.08,10.73090909,100.23,82.01,50.05,5.98389318024,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Jute,2019,Kharif     ,Meghalaya,6680.0,68562,3844.4,1147356.8,2471.6,9.946,78.4,46.86,39.99,6.7327775681699995,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Kharif     ,Meghalaya,18174.0,41760,3844.4,3121566.24,6724.38,2.254545455,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Autumn     ,Meghalaya,33480.0,78074,3844.4,5750524.8,12387.6,2.510909091,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Rabi       ,Meghalaya,13628.0,63081,3844.4,2340745.28,5042.36,2.57,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Winter     ,Meghalaya,63889.0,162321,3844.4,10973574.64,23638.93,2.36,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Banana,2019,Whole Year ,Goa,2460.0,30898,4489.5,422529.6,910.2,13.095,100.23,82.01,50.05,5.98389318024,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Coconut ,2019,Whole Year ,Goa,26542.0,167000000,4489.5,4558853.92,9820.54,6359.69,21.98,16.93,30.59,5.97656212619,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Kharif     ,Goa,24411.0,60556,4489.5,4192833.36,9032.07,2.475,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Rabi       ,Goa,10287.0,29819,4489.5,1766895.12,3806.19,2.95,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Coconut ,2019,Whole Year ,Karnataka,610324.0,5030774000,1422.3,104829250.2,225819.88,8344.984,21.98,16.93,30.59,5.97656212619,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Kharif     ,Karnataka,1355321.0,4228095,1422.3,232789935.0,501468.77,3.572068966,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Rabi       ,Karnataka,114070.0,394898,1422.3,19592663.2,42205.9,3.466785714,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Maize,2019,Summer     ,Karnataka,31000.0,122718,1422.3,5324560.0,11470.0,3.905357143,77.76,48.44,19.79,6.2451897224,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Kharif     ,Karnataka,964087.0,3088937,1422.3,165591583.1,356712.19,2.924,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Rabi       ,Karnataka,11266.0,31038,1422.3,1935048.16,4168.42,2.881428571,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
Rice,2019,Summer     ,Karnataka,272701.0,827998,1422.3,46839123.76,100899.37,2.86862069,79.89,47.58,39.87,6.425470922140001,2019.0,67.87733333333333,2019.0,62.4165,25.592222222222222
